case,col_rem,feat_eng,outliers,normalization,pca,n_estimators,max_depth,random_state,algorithm,mae_cv_fold_0,mae_cv_fold_1,mae_cv_avg,mse_cv_fold_0,mse_cv_fold_1,mse_cv_avg,r2_cv_fold_0,r2_cv_fold_1,r2_cv_avg,mae_best_model_test_mae,mae_best_model_test_mse,mae_best_model_test_r2,mse_best_model_test_mae,mse_best_model_test_mse,mse_best_model_test_r2,r2_best_model_test_mae,r2_best_model_test_mse,r2_best_model_test_r2,importance,mae_cv_fold_2,mse_cv_fold_2,r2_cv_fold_2,mae_cv_fold_3,mae_cv_fold_4,mse_cv_fold_3,mse_cv_fold_4,r2_cv_fold_3,r2_cv_fold_4
FS=na|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,True,10,100,10,42,XGBRegressor,68000.5900567101,71286.9262974285,74193.63293834716,21596156322.36114,27339062641.27396,34730633873.624535,0.4866771195976286,0.4963532524386495,0.4530303581971082,71080.36361613555,25774116054.94511,0.6108430124935513,71080.36361613555,25774116054.94511,0.6108430124935513,72326.62776340793,29553375034.713867,0.5537809182421627,"pc1     0.155846
pc2     0.024872
pc3     0.226962
pc4     0.023629
pc5     0.127899
pc6     0.043090
pc7     0.341177
pc8     0.022511
pc9     0.026380
pc10    0.007635
dtype: float32",83293.38246090288,55256682657.2385,0.3760607025550466,,,,,,
FS=na|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,True,10,100,10,42,XGBRegressor,66779.20385002367,65898.43005452276,74421.38200016513,29532560448.67819,26467412300.34883,37313093862.89099,0.3272891344989953,0.2056125160502685,0.3627232471870297,74372.19945041923,30908017683.80808,0.5333275047731831,74372.19945041923,30908017683.80808,0.5333275047731831,62895.379519728776,20707329458.840862,0.6873451669757675,"pc1     0.138541
pc2     0.021416
pc3     0.151423
pc4     0.079687
pc5     0.112521
pc6     0.026075
pc7     0.345003
pc8     0.016990
pc9     0.084194
pc10    0.024150
dtype: float32",73473.89187351067,27906668171.67797,0.3747001227344296,78870.73985290248,87084.64436986604,40317888052.74821,62340940341.00173,0.4766930993643814,0.4293213632870736
FS=na|FE=na|OUT=1|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,0,100,10,42,XGBRegressor,25924.26308520662,23598.44928327572,24761.356184241165,1724240965.8115914,1589298635.6201267,1656769800.715859,0.0863583649078084,0.1379277610936915,0.11214306300075,27841.185115257467,2354554466.8456354,0.1016533303564444,27841.185115257467,2354554466.8456354,0.1016533303564444,27841.185115257467,2354554466.8456354,0.1016533303564444,"_ano                    0.009642
_mes                    0.041034
car_c02_emitido         0.068287
cli_pressao_atm_med     0.053211
cli_temp_ar_med         0.039353
cli_temp_orvalho_med    0.045026
cli_umid_rel_med        0.153039
cli_umid_rel_min_max    0.047955
cli_umid_rel_min_med    0.078319
cli_umid_rel_min_min    0.079527
cli_veloc_vento_max     0.012670
cli_veloc_vento_med     0.058906
que_focos_qtd           0.313032
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,0,100,10,42,XGBRegressor,24093.69940805029,22643.95560932186,23782.967928169823,1468556777.4382637,1544555156.7615268,1538982487.030161,0.2281764394218178,0.1176533693095287,0.1723143913826778,28478.01154895271,2248915294.9101024,0.1419584494898005,24751.839955578627,2027780775.846072,0.2263291708053015,24751.839955578627,2027780775.846072,0.2263291708053015,"_ano                    0.017317
_mes                    0.063453
car_c02_emitido         0.096088
cli_pressao_atm_med     0.043862
cli_temp_ar_med         0.025120
cli_temp_orvalho_med    0.033196
cli_umid_rel_med        0.041180
cli_umid_rel_min_max    0.111016
cli_umid_rel_min_med    0.194738
cli_umid_rel_min_min    0.035207
cli_veloc_vento_max     0.066477
cli_veloc_vento_med     0.036792
que_focos_qtd           0.235553
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",24611.248767137324,1603835526.8906925,0.1711133654166869,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,0,100,10,42,XGBRegressor,23451.565200941543,23969.817467135294,23087.534733973946,1518373609.6918423,1437225148.3632803,1419069992.2981954,0.3490030148947652,0.1290513610536997,0.2289403513810493,27019.61975274024,2289637490.699025,0.1264214765793538,27019.61975274024,2289637490.699025,0.1264214765793538,25085.561302848968,1952609335.987146,0.2550097613800636,"_ano                    0.022666
_mes                    0.041184
car_c02_emitido         0.065341
cli_pressao_atm_med     0.072701
cli_temp_ar_med         0.031467
cli_temp_orvalho_med    0.049869
cli_umid_rel_med        0.052529
cli_umid_rel_min_max    0.070521
cli_umid_rel_min_med    0.160566
cli_umid_rel_min_min    0.046744
cli_veloc_vento_max     0.056127
cli_veloc_vento_med     0.046970
que_focos_qtd           0.283316
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",21130.01613589404,1132872799.9386656,0.2709601813930326,19610.75013805977,27275.524727839093,1105838207.7552469,1901040195.7419417,0.237068381208085,0.1586188183556637
FS=na|FE=na|OUT=1|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,5,100,10,42,XGBRegressor,26942.651757926866,29418.024147691434,28180.33795280915,1698974866.2985463,2126365335.648539,1912670100.9735427,0.0997463779113361,-0.1533896050442731,-0.0268216135664685,29013.10185406431,2430448751.3105345,0.0726969487334863,29013.10185406431,2430448751.3105345,0.0726969487334863,29013.10185406431,2430448751.3105345,0.0726969487334863,"pc1    0.125403
pc2    0.291286
pc3    0.233444
pc4    0.188859
pc5    0.161008
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,5,100,10,42,XGBRegressor,28040.837396845443,26432.910952745,26654.763138157472,1798119283.4168043,1887884672.332068,1832282113.3095207,0.0549695803440667,-0.078477950413248,0.0135402325900629,27671.42060831506,2361001831.7103305,0.0991934302625064,28887.93339067181,2349101114.044015,0.1037339793270711,27671.42060831506,2361001831.7103305,0.0991934302625064,"pc1    0.140289
pc2    0.388504
pc3    0.207027
pc4    0.162086
pc5    0.102095
dtype: float32",25490.54106488197,1810842384.179692,0.06412906783937,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,5,100,10,42,XGBRegressor,31481.637673104902,24490.65875422891,26780.53277269388,2318016280.9553623,1548144604.6119795,1880802914.362448,0.0061592214889396,0.0618349269671665,-0.0163406486907798,29092.525859775706,2506986872.2191386,0.0434949204996124,29092.525859775706,2506986872.2191386,0.0434949204996124,27887.92875714823,2369255716.9300146,0.0960442780967224,"pc1    0.142502
pc2    0.301314
pc3    0.259488
pc4    0.133539
pc5    0.163157
dtype: float32",25617.32912841477,1703112904.979991,-0.0960075335739554,22073.725478661992,30239.312829058792,1441325252.4785397,2393415528.7863684,0.0056116705252263,-0.0593015288612761
FS=na|FE=na|OUT=1|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,10,100,10,42,XGBRegressor,25339.216240387555,26755.26434254097,26047.240291464263,1596066701.0839503,1850631420.239914,1723349060.661932,0.154275406159279,-0.0038251692162845,0.0752251184714972,30212.48860570214,2489222487.7412195,0.0502726679922773,30212.48860570214,2489222487.7412195,0.0502726679922773,30212.48860570214,2489222487.7412195,0.0502726679922773,"pc1     0.065874
pc2     0.180071
pc3     0.147761
pc4     0.070161
pc5     0.043657
pc6     0.069297
pc7     0.189991
pc8     0.127514
pc9     0.051943
pc10    0.053729
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,10,100,10,42,XGBRegressor,27287.192894219494,23487.91042167288,25143.498401500776,1822764787.018108,1543152401.1334224,1703386125.1704023,0.0420167407712025,0.1184547111694952,0.0863403443199122,26930.13658828857,2244510508.01689,0.1436390330956272,26930.13658828857,2244510508.01689,0.1436390330956272,26930.13658828857,2244510508.01689,0.1436390330956272,"pc1     0.060327
pc2     0.202181
pc3     0.076746
pc4     0.161145
pc5     0.100397
pc6     0.041087
pc7     0.172692
pc8     0.069788
pc9     0.032864
pc10    0.082773
dtype: float32",24655.39188860996,1744241187.3596778,0.0985495810190388,,,,,,
FS=na|FE=na|OUT=1|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,False,10,100,10,42,XGBRegressor,25024.942992513883,25941.026447889144,24780.424909478512,1692812246.4834225,1509991769.1399677,1667120601.3660176,0.2742131042217044,0.0849552850851221,0.0984635320548905,26189.820319754635,2255386166.899103,0.1394895805879074,26189.820319754635,2255386166.899103,0.1394895805879074,27345.768923814,2152405771.165674,0.1787802815881857,"pc1     0.053295
pc2     0.190926
pc3     0.126829
pc4     0.049616
pc5     0.079856
pc6     0.076931
pc7     0.170152
pc8     0.096552
pc9     0.092278
pc10    0.063566
dtype: float32",22124.52123628428,1358140136.2131684,0.1259934578698536,20219.35611681262,30592.27775389265,1302825918.7981849,2471832936.195345,0.1011640941124399,-0.0940082810146674
FS=na|FE=na|OUT=1|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,0,100,10,42,XGBRegressor,25924.26308520662,23598.44928327572,24761.356184241165,1724240965.8115914,1589298635.6201267,1656769800.715859,0.0863583649078084,0.1379277610936915,0.11214306300075,27841.185115257467,2354554466.8456354,0.1016533303564444,27841.185115257467,2354554466.8456354,0.1016533303564444,27841.185115257467,2354554466.8456354,0.1016533303564444,"_ano                    0.009642
_mes                    0.041034
car_c02_emitido         0.068287
cli_pressao_atm_med     0.053211
cli_temp_ar_med         0.039353
cli_temp_orvalho_med    0.045026
cli_umid_rel_med        0.153039
cli_umid_rel_min_max    0.047955
cli_umid_rel_min_med    0.078319
cli_umid_rel_min_min    0.079527
cli_veloc_vento_max     0.012670
cli_veloc_vento_med     0.058906
que_focos_qtd           0.313032
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=1|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,0,100,10,42,XGBRegressor,24093.69940805029,22643.95560932186,23782.967928169823,1468556777.4382637,1544555156.7615268,1538982487.030161,0.2281764394218178,0.1176533693095287,0.1723143913826778,28478.01154895271,2248915294.9101024,0.1419584494898005,24751.839955578627,2027780775.846072,0.2263291708053015,24751.839955578627,2027780775.846072,0.2263291708053015,"_ano                    0.017317
_mes                    0.063453
car_c02_emitido         0.096088
cli_pressao_atm_med     0.043862
cli_temp_ar_med         0.025120
cli_temp_orvalho_med    0.033196
cli_umid_rel_med        0.041180
cli_umid_rel_min_max    0.111016
cli_umid_rel_min_med    0.194738
cli_umid_rel_min_min    0.035207
cli_veloc_vento_max     0.066477
cli_veloc_vento_med     0.036792
que_focos_qtd           0.235553
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",24611.248767137324,1603835526.8906925,0.1711133654166869,,,,,,
FS=na|FE=na|OUT=1|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,0,100,10,42,XGBRegressor,23451.565200941543,23969.817467135294,23087.534733973946,1518373609.6918423,1437225148.3632803,1419069992.2981954,0.3490030148947652,0.1290513610536997,0.2289403513810493,27019.61975274024,2289637490.699025,0.1264214765793538,27019.61975274024,2289637490.699025,0.1264214765793538,25085.561302848968,1952609335.987146,0.2550097613800636,"_ano                    0.022666
_mes                    0.041184
car_c02_emitido         0.065341
cli_pressao_atm_med     0.072701
cli_temp_ar_med         0.031467
cli_temp_orvalho_med    0.049869
cli_umid_rel_med        0.052529
cli_umid_rel_min_max    0.070521
cli_umid_rel_min_med    0.160566
cli_umid_rel_min_min    0.046744
cli_veloc_vento_max     0.056127
cli_veloc_vento_med     0.046970
que_focos_qtd           0.283316
_estado_AC              0.000000
_estado_AM              0.000000
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000000
_estado_RR              0.000000
_estado_TO              0.000000
dtype: float32",21130.01613589404,1132872799.9386656,0.2709601813930326,19610.75013805977,27275.524727839093,1105838207.7552469,1901040195.7419417,0.237068381208085,0.1586188183556637
FS=na|FE=na|OUT=1|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,5,100,10,42,XGBRegressor,26008.107496587087,25894.127781195035,25951.11763889106,1708932055.1198075,1690447437.797547,1699689746.4586773,0.0944702578933333,0.0830623176827013,0.0887662877880173,29498.00191520152,2357587335.1721687,0.1004961827096292,29498.00191520152,2357587335.1721687,0.1004961827096292,30734.31590638421,2697722062.3397803,-0.029277370497019,"pc1    0.215790
pc2    0.201856
pc3    0.340861
pc4    0.082428
pc5    0.159065
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=1|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,5,100,10,42,XGBRegressor,26463.075392491497,26645.402213098405,26503.243768316886,1665053587.0173676,1865360742.912272,1807191393.9267013,0.124904390603826,-0.0656108714057646,0.0273044320386569,28622.22550074021,2320674643.9680643,0.1145796934874506,28891.20581991837,2561642048.4299946,0.0226420176599588,28891.20581991837,2561642048.4299946,0.0226420176599588,"pc1    0.183406
pc2    0.158775
pc3    0.261863
pc4    0.121006
pc5    0.274949
dtype: float32",26401.25369936076,1891159851.850464,0.0226197769179093,,,,,,
FS=na|FE=na|OUT=1|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,True,True,5,100,10,42,XGBRegressor,28340.351650714565,22594.018102691964,24764.342869688608,1808103756.7985868,1361916574.0491362,1589888914.8889694,0.2247823019841488,0.174687843531469,0.1363608336942405,29226.98696654239,2460170107.9813385,0.0613571890641019,29226.98696654239,2460170107.9813385,0.0613571890641019,30513.836338042416,2550234833.605621,0.026994277754886,"pc1    0.193570
pc2    0.165531
pc3    0.277356
pc4    0.143326
pc5    0.220217
dtype: float32",23259.25756881053,1373768233.4919374,0.1159362782766082,21600.989838574063,28027.097187651914,1319302369.6946168,2086353640.4105704,0.0897967844407321,0.0766009602382444
