case,col_rem,feat_eng,outliers,normalization,pca,n_estimators,max_depth,random_state,algorithm,mae_cv_fold_0,mae_cv_fold_1,mae_cv_avg,mse_cv_fold_0,mse_cv_fold_1,mse_cv_avg,r2_cv_fold_0,r2_cv_fold_1,r2_cv_avg,mae_best_model_test_mae,mae_best_model_test_mse,mae_best_model_test_r2,mse_best_model_test_mae,mse_best_model_test_mse,mse_best_model_test_r2,r2_best_model_test_mae,r2_best_model_test_mse,r2_best_model_test_r2,importance,mae_cv_fold_2,mse_cv_fold_2,r2_cv_fold_2,mae_cv_fold_3,mae_cv_fold_4,mse_cv_fold_3,mse_cv_fold_4,r2_cv_fold_3,r2_cv_fold_4
FS=na|FE=na|OUT=0|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,0,100,10,42,XGBRegressor,63128.02712182952,80583.3892601737,71855.70819100161,17081860543.564299,45318070437.70918,31199965490.63674,0.5241366265219343,0.4803831082492477,0.5022598673855909,75584.82730813364,28819832949.19882,0.5648564883063187,75584.82730813364,28819832949.19882,0.5648564883063187,75584.82730813364,28819832949.19882,0.5648564883063187,"_ano                    0.008177
_mes                    0.017222
car_c02_emitido         0.056449
cli_pressao_atm_med     0.015093
cli_temp_ar_med         0.002830
cli_temp_orvalho_med    0.003662
cli_umid_rel_med        0.052402
cli_umid_rel_min_max    0.012113
cli_umid_rel_min_med    0.009976
cli_umid_rel_min_min    0.114775
cli_veloc_vento_max     0.005704
cli_veloc_vento_med     0.004762
que_focos_qtd           0.097156
_estado_AC              0.000004
_estado_AM              0.000018
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000012
_estado_RR              0.001536
_estado_TO              0.598109
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,0,100,10,42,XGBRegressor,61184.31153676676,69290.67822892737,72686.81092644593,16686416038.079962,29841265617.767128,35360690492.331764,0.6033776095892303,0.450257071037516,0.46038905477992764,73430.44040616554,31393763584.66235,0.5259933478590496,73430.44040616554,31393763584.66235,0.5259933478590496,73430.44040616554,31393763584.66235,0.5259933478590496,"_ano                    4.254826e-03
_mes                    1.258685e-02
car_c02_emitido         2.990881e-02
cli_pressao_atm_med     2.355364e-03
cli_temp_ar_med         1.258731e-03
cli_temp_orvalho_med    1.446280e-03
cli_umid_rel_med        1.097732e-02
cli_umid_rel_min_max    2.919341e-03
cli_umid_rel_min_med    9.043588e-02
cli_umid_rel_min_min    3.087195e-02
cli_veloc_vento_max     1.457180e-03
cli_veloc_vento_med     1.498015e-03
que_focos_qtd           5.007948e-02
_estado_AC              4.488896e-08
_estado_AM              4.202982e-05
_estado_AP              0.000000e+00
_estado_PA              0.000000e+00
_estado_RO              2.737966e-03
_estado_RR              2.405541e-03
_estado_TO              7.547643e-01
dtype: float32",87585.44301364366,59554389821.14821,0.32753248371303667,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,0,100,10,42,XGBRegressor,60385.084658032014,53418.8511139586,66733.55367783946,16334754910.421822,15549816203.056234,30747830222.830883,0.6279168840564087,0.5332910059641983,0.5340662962056968,76262.0332415213,41912395914.09952,0.36717512645873385,76262.0332415213,41912395914.09952,0.36717512645873385,63474.302541404926,21457163015.576286,0.6760236160271982,"_ano                    0.003146
_mes                    0.014688
car_c02_emitido         0.044475
cli_pressao_atm_med     0.003440
cli_temp_ar_med         0.002768
cli_temp_orvalho_med    0.002770
cli_umid_rel_med        0.018837
cli_umid_rel_min_max    0.001657
cli_umid_rel_min_med    0.004797
cli_umid_rel_min_min    0.076585
cli_veloc_vento_max     0.006249
cli_veloc_vento_med     0.001736
que_focos_qtd           0.059785
_estado_AC              0.000002
_estado_AM              0.000059
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.002394
_estado_RR              0.002083
_estado_TO              0.754530
dtype: float32",59100.88628989294,17620651818.401676,0.6051771085102843,65428.46192645469,95334.48440085906,37089249059.361176,67144679122.913506,0.5185992890608802,0.38534719343671275
FS=na|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,5,100,10,42,XGBRegressor,79009.51362104133,89019.62762636886,84014.5706237051,28299327376.16257,54618125210.72803,41458726293.4453,0.21164246962228384,0.373748701541439,0.29269558558186143,92307.32715526619,49582939223.53829,0.25135949497498333,92307.32715526619,49582939223.53829,0.25135949497498333,77647.2872358642,40430642200.68472,0.3895477583701339,"pc1    0.149974
pc2    0.291844
pc3    0.337794
pc4    0.180336
pc5    0.040052
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,5,100,10,42,XGBRegressor,84991.77252467183,74582.34366851448,87663.71395675035,30091321746.860134,29233229282.988518,42694984630.72651,0.2847540217969692,0.4614584617519162,0.3232646202211256,85980.82041131493,44520244361.789894,0.3277998693747245,85980.82041131493,44520244361.789894,0.3277998693747245,85980.82041131493,44520244361.789894,0.3277998693747245,"pc1    0.127129
pc2    0.347717
pc3    0.356799
pc4    0.075811
pc5    0.092544
dtype: float32",103417.0256770647,68760402862.33087,0.22358137711449144,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,5,100,10,42,XGBRegressor,96738.36403223481,62560.89058476125,81567.77011593783,52445163653.83961,16551906251.865425,41870057349.29923,-0.19462826442789338,0.5032144807817911,0.3154749023169341,83032.69955504718,34005091998.46696,0.4865655476295546,83032.69955504718,34005091998.46696,0.4865655476295546,79008.42007665326,30995642903.955845,0.5320044733012366,"pc1    0.179925
pc2    0.379370
pc3    0.347785
pc4    0.068413
pc5    0.024508
dtype: float32",66898.10838342975,20264189475.678955,0.5459438183706895,82428.43118885467,99213.05639040863,46490170043.16984,73598857321.9423,0.39657983167459654,0.3262646451854866
FS=na|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,10,100,10,42,XGBRegressor,86727.17925334211,88080.87737775804,87404.02831555007,38497120901.12194,52121402731.523926,45309261816.32294,-0.07244581317594156,0.4023761157644583,0.16496515129425837,101322.04399554276,56575416654.30895,0.14578181206378038,101322.04399554276,56575416654.30895,0.14578181206378038,78736.56263937184,39018923636.64511,0.41086294692664616,"pc1     0.081048
pc2     0.223140
pc3     0.269342
pc4     0.146091
pc5     0.044736
pc6     0.020245
pc7     0.026227
pc8     0.042100
pc9     0.019720
pc10    0.127351
dtype: float32",,,,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,10,100,10,42,XGBRegressor,77986.70759852666,69240.39626791241,81070.55520194113,27652199342.891617,25733112721.895943,39539713325.11695,0.3427299560034959,0.5259384457663847,0.37735688007232066,75220.28922049266,38272074734.37604,0.4221394333174866,75220.28922049266,38272074734.37604,0.4221394333174866,75220.28922049266,38272074734.37604,0.4221394333174866,"pc1     0.081306
pc2     0.254992
pc3     0.290893
pc4     0.048791
pc5     0.073693
pc6     0.013760
pc7     0.045130
pc8     0.028569
pc9     0.037718
pc10    0.125149
dtype: float32",95984.56173938428,65233827910.5633,0.26340223844708144,,,,,,
FS=na|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,False,10,100,10,42,XGBRegressor,94052.35194902388,56469.92601858346,77525.98615402177,53817330942.12147,12497030743.608278,39464288061.223915,-0.22588433671178398,0.6249166825754786,0.3632182928386645,88744.29494842411,49895892286.30434,0.24663429427838812,88744.29494842411,49895892286.30434,0.24663429427838812,88744.29494842411,49895892286.30434,0.24663429427838812,"pc1     0.122420
pc2     0.298518
pc3     0.237725
pc4     0.082390
pc5     0.034629
pc6     0.031401
pc7     0.026770
pc8     0.056143
pc9     0.048275
pc10    0.061727
dtype: float32",61554.946593554036,18457304517.546005,0.5864303764794142,72208.45066055327,103344.2555483942,36355514754.79272,76194259348.05109,0.5281228093482375,0.3025059325019762
FS=na|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=10|RANDOM_STATE=42,,,False,True,0,100,10,42,XGBRegressor,63128.02712182952,80583.3892601737,71855.70819100161,17081860543.564299,45318070437.70918,31199965490.63674,0.5241366265219343,0.4803831082492477,0.5022598673855909,75584.82730813364,28819832949.19882,0.5648564883063187,75584.82730813364,28819832949.19882,0.5648564883063187,75584.82730813364,28819832949.19882,0.5648564883063187,"_ano                    0.008177
_mes                    0.017222
car_c02_emitido         0.056449
cli_pressao_atm_med     0.015093
cli_temp_ar_med         0.002830
cli_temp_orvalho_med    0.003662
cli_umid_rel_med        0.052402
cli_umid_rel_min_max    0.012113
cli_umid_rel_min_med    0.009976
cli_umid_rel_min_min    0.114775
cli_veloc_vento_max     0.005704
cli_veloc_vento_med     0.004762
que_focos_qtd           0.097156
_estado_AC              0.000004
_estado_AM              0.000018
_estado_AP              0.000000
_estado_PA              0.000000
_estado_RO              0.000012
_estado_RR              0.001536
_estado_TO              0.598109
dtype: float32",,,,,,,,,
