case,col_rem,feat_eng,outliers,normalization,pca,n_estimators,max_depth,random_state,algorithm,mae_cv_fold_0,mae_cv_fold_1,mae_cv_avg,mse_cv_fold_0,mse_cv_fold_1,mse_cv_avg,r2_cv_fold_0,r2_cv_fold_1,r2_cv_avg,mae_best_model_test_mae,mae_best_model_test_mse,mae_best_model_test_r2,mse_best_model_test_mae,mse_best_model_test_mse,mse_best_model_test_r2,r2_best_model_test_mae,r2_best_model_test_mse,r2_best_model_test_r2,importance,mae_cv_fold_2,mse_cv_fold_2,r2_cv_fold_2,mae_cv_fold_3,mae_cv_fold_4,mse_cv_fold_3,mse_cv_fold_4,r2_cv_fold_3,r2_cv_fold_4
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,200,10,42,XGBRegressor,78821.3342086793,88837.8127043841,83829.5734565317,30497121570.298714,53175183426.430275,41836152498.364494,0.15041671749973995,0.39029346873236936,0.27035509311605466,88442.59913157861,39494304680.3907,0.403685286419984,88442.59913157861,39494304680.3907,0.403685286419984,78493.10433137463,39910838846.05741,0.3973961403340889,"pc1    0.142720
pc2    0.299068
pc3    0.333869
pc4    0.188445
pc5    0.035899
dtype: float32",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,200,10,42,XGBRegressor,80007.3125504557,74402.45303972549,86566.12688362254,26520402761.782604,29542520389.254032,42165713191.68276,0.3696318302246451,0.4557606270542076,0.3433579040455031,85475.87928408524,43865183170.587296,0.33769047587534506,77917.64375768825,28011872603.621517,0.5770556812268149,85475.87928408524,43865183170.587296,0.33769047587534506,"pc1    0.136180
pc2    0.330472
pc3    0.356850
pc4    0.090067
pc5    0.086431
dtype: float32",105288.61506068641,70434216424.01164,0.20468125485765665,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,200,10,42,XGBRegressor,95440.39262725046,59880.514215384275,80878.405611794,57919287765.47953,14243151885.315254,42717669365.51577,-0.31932123764302256,0.5725089607819223,0.30344491182826366,80745.0887874415,32363461412.35454,0.5113521207996317,80745.0887874415,32363461412.35454,0.5113521207996317,80745.0887874415,32363461412.35454,0.5113521207996317,"pc1    0.174998
pc2    0.381701
pc3    0.299038
pc4    0.102584
pc5    0.041679
dtype: float32",67296.58027014966,20414057774.560497,0.542585745371071,79475.09466155166,102299.44628463402,44646093211.356155,76365756190.86743,0.42051506682698914,0.30093602380435847
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,200,10,42,XGBRegressor,89518.2841514389,86008.71741412116,87763.50078278003,45596481680.26495,50871476514.543686,48233979097.40432,-0.27021851839649025,0.4167077669029987,0.07324462425325423,77684.00178091682,38823145677.825096,0.4138189497828505,103238.70374485549,59398713152.49004,0.1031535582867178,77684.00178091682,38823145677.825096,0.4138189497828505,"pc1     0.070289
pc2     0.201226
pc3     0.265428
pc4     0.147764
pc5     0.010215
pc6     0.027474
pc7     0.073846
pc8     0.051103
pc9     0.017229
pc10    0.135425
dtype: float32",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,200,10,42,XGBRegressor,78409.72634064412,69497.229832555,81811.59627695377,28602708028.142384,25218348225.362164,38347227623.07459,0.32013714602021237,0.5354215603793886,0.3880922073607896,74425.38197061341,38898375091.334625,0.4126830795217391,74425.38197061341,38898375091.334625,0.4126830795217391,74425.38197061341,38898375091.334625,0.4126830795217391,"pc1     0.075492
pc2     0.240580
pc3     0.318441
pc4     0.061358
pc5     0.061657
pc6     0.018911
pc7     0.043734
pc8     0.032807
pc9     0.036673
pc10    0.110346
dtype: float32",97527.8326576622,61220626615.719246,0.30871791568276796,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,200,10,42,XGBRegressor,96593.61316526037,51169.54012857644,77685.21229199809,49793517256.013336,9985774769.673777,39052413840.40346,-0.13422742832754198,0.700289004283758,0.3811920592393195,88779.68290642627,46990270963.38507,0.2905055501713645,88779.68290642627,46990270963.38507,0.2905055501713645,88779.68290642627,46990270963.38507,0.2905055501713645,"pc1     0.117585
pc2     0.304803
pc3     0.204230
pc4     0.090770
pc5     0.044338
pc6     0.029960
pc7     0.024023
pc8     0.053986
pc9     0.066331
pc10    0.063974
dtype: float32",67261.94366869655,20835035502.59637,0.5331529703779054,71540.82036720408,101860.144130253,37578370499.014694,77069371174.71913,0.5122507267481757,0.2944950231143001
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,200,10,42,XGBRegressor,65806.22570945183,80397.71824152283,73101.97197548734,17678785435.735096,45249615770.4648,31464200603.099945,0.507507601119403,0.48116800930694503,0.494337805213174,82626.6915748813,32808523833.295555,0.504632233661058,82626.6915748813,32808523833.295555,0.504632233661058,82626.6915748813,32808523833.295555,0.504632233661058,"_ano                    0.017423
_mes                    0.038447
car_c02_emitido         0.148414
cli_pressao_atm_med     0.086662
cli_temp_ar_med         0.007794
cli_temp_orvalho_med    0.009279
cli_umid_rel_med        0.128725
cli_umid_rel_min_max    0.038109
cli_umid_rel_min_med    0.030732
cli_umid_rel_min_min    0.240743
cli_veloc_vento_max     0.011178
cli_veloc_vento_med     0.013349
que_focos_qtd           0.229146
dtype: float32",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,200,10,42,XGBRegressor,64529.04268057453,66799.90280610321,73547.04010939102,17851980645.247032,27459120657.646336,35126661304.12604,0.5756730971512205,0.4941415149603744,0.4638458738952646,73952.74919367892,31356811385.381012,0.5265512799535357,73952.74919367892,31356811385.381012,0.5265512799535357,73952.74919367892,31356811385.381012,0.5265512799535357,"_ano                    0.016059
_mes                    0.045824
car_c02_emitido         0.123974
cli_pressao_atm_med     0.071088
cli_temp_ar_med         0.004855
cli_temp_orvalho_med    0.006333
cli_umid_rel_med        0.053958
cli_umid_rel_min_max    0.033323
cli_umid_rel_min_med    0.309801
cli_umid_rel_min_min    0.143286
cli_veloc_vento_max     0.005909
cli_veloc_vento_med     0.005126
que_focos_qtd           0.180465
dtype: float32",89312.17484149527,60068882609.48474,0.32172300957419897,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,200,10,42,XGBRegressor,65530.82150410482,52974.93279347155,67489.37581132827,18729912831.516052,15494206706.44244,30552164660.190388,0.5733585005762183,0.5349600579892866,0.5381478773221596,81095.09083329153,44920173237.7724,0.32176144244041527,77925.83461905453,45679503296.870514,0.3102965061573718,77925.83461905453,45679503296.870514,0.3102965061573718,"_ano                    0.004937
_mes                    0.106892
car_c02_emitido         0.088960
cli_pressao_atm_med     0.053579
cli_temp_ar_med         0.014582
cli_temp_orvalho_med    0.093635
cli_umid_rel_med        0.054768
cli_umid_rel_min_max    0.026408
cli_umid_rel_min_med    0.003798
cli_umid_rel_min_min    0.334554
cli_veloc_vento_max     0.022014
cli_veloc_vento_med     0.030701
que_focos_qtd           0.165173
dtype: float32",55147.676275410966,14108029463.634127,0.683883828846952,67598.32144815715,96195.12703549687,38037327392.058105,66391346907.3012,0.5062936858210896,0.39224331337725205
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,200,10,42,XGBRegressor,97272.77814356037,92789.43128600002,95031.1047147802,55712555923.86079,53751922753.25528,54732239338.55803,-0.5520302802730817,0.3836805769331223,-0.08417485166997968,85304.05230595393,39712339743.43373,0.40039322906586483,85304.05230595393,39712339743.43373,0.40039322906586483,85304.05230595393,39712339743.43373,0.40039322906586483,"pc1    0.283283
pc2    0.221394
pc3    0.227112
pc4    0.135197
pc5    0.133014
dtype: float32",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,200,10,42,XGBRegressor,88779.17057030018,83879.72530856018,87159.68132435513,38627644268.625244,45571497503.59663,45318930330.46515,0.08185265363179273,0.16047097882076033,0.2192980690396359,85389.31018159914,39378430920.39583,0.40543483559073046,85915.09939747593,44304718104.1947,0.3310540468974563,87882.49166574756,44326341841.93602,0.3307275554430026,"pc1    0.164354
pc2    0.270710
pc3    0.212383
pc4    0.098010
pc5    0.254544
dtype: float32",88820.148094205,51757649219.17359,0.4155705746663546,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,200,10,42,XGBRegressor,116399.64811327883,77599.66237561608,91783.04068730379,73130056020.66829,27062067942.910393,53332985446.93097,-0.6658014927385885,0.18776464356653644,0.024252721639168518,92011.3582387568,47024455064.155716,0.28998941290992886,92011.3582387568,47024455064.155716,0.28998941290992886,86119.21532044128,42689185179.27197,0.35544657795226187,"pc1    0.293459
pc2    0.165562
pc3    0.147893
pc4    0.264894
pc5    0.128194
dtype: float32",92296.59761750042,55206041123.11458,-0.23699219578049457,78433.23813625258,94186.05719387102,37945160884.12481,73321601263.83678,0.507489963005695,0.32880269014269414
FS=stateless|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,10,200,10,42,XGBRegressor,107113.24328999042,91238.4997007897,99175.87149539006,65336375109.54123,58251201606.73562,61793788358.13843,-0.8201288900094916,0.33209185591335055,-0.24401851704807054,85147.71607487358,42569876309.42946,0.3572479929948469,85147.71607487358,42569876309.42946,0.3572479929948469,85147.71607487358,42569876309.42946,0.3572479929948469,"pc1     0.179001
pc2     0.109697
pc3     0.250467
pc4     0.021370
pc5     0.094988
pc6     0.059550
pc7     0.108525
pc8     0.034892
pc9     0.060027
pc10    0.081483
dtype: float32",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=xgbregressor|CV=3|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,10,200,10,42,XGBRegressor,86764.89735705186,81339.74258104955,84817.74266573234,39933531833.05562,39871406921.43903,46367841016.945625,0.05081277986680477,0.2654794101696333,0.21557104700725035,80407.64086342618,36695013978.14953,0.44595108263649397,80407.64086342618,36695013978.14953,0.44595108263649397,85279.47910344815,55244419208.80891,0.16587821246662549,"pc1     0.105180
pc2     0.170908
pc3     0.190319
pc4     0.039161
pc5     0.084951
pc6     0.268025
pc7     0.038720
pc8     0.013165
pc9     0.051473
pc10    0.038098
dtype: float32",86348.58805909561,59298584296.34222,0.330420950985313,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=xgbregressor|CV=5|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,10,200,10,42,XGBRegressor,113728.06117136149,72711.57295773806,87778.04250534905,86935748693.9545,25026804860.077618,52296150550.58242,-0.9802760701537991,0.24885061227402494,0.03566941542567288,84539.63978948089,41857009559.132126,0.3680113912990923,91949.68367003661,46487187104.973236,0.29810148860763563,84539.63978948089,41857009559.132126,0.3680113912990923,"pc1     0.197760
pc2     0.058521
pc3     0.083047
pc4     0.166574
pc5     0.096721
pc6     0.089613
pc7     0.076763
pc8     0.063936
pc9     0.157266
pc10    0.009798
dtype: float32",87468.28782334788,44891047499.73337,-0.005865921335400426,72153.80761592543,92828.48295837232,33091827449.29424,71535324249.85234,0.5704839093703853,0.34515454697315373
FS=stateless|FE=na|OUT=1|NORM=0|PCA=na|ALGORITHM=xgbregressor|CV=2|N_ESTIMATORS=200|MAX_DEPTH=10|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,True,False,0,200,10,42,XGBRegressor,25924.26696152347,23598.45003186743,24761.35849669545,1724240886.8558972,1589297842.833917,1656769364.844907,0.08635840674488982,0.13792819111921828,0.11214329893205405,27841.19405767575,2354554795.7744174,0.10165320485835982,27841.19405767575,2354554795.7744174,0.10165320485835982,27841.19405767575,2354554795.7744174,0.10165320485835982,"_ano                    0.010319
_mes                    0.045513
car_c02_emitido         0.070171
cli_pressao_atm_med     0.054877
cli_temp_ar_med         0.034532
cli_temp_orvalho_med    0.063900
cli_umid_rel_med        0.144577
cli_umid_rel_min_max    0.032621
cli_umid_rel_min_med    0.103730
cli_umid_rel_min_min    0.079641
cli_veloc_vento_max     0.012192
cli_veloc_vento_med     0.088291
que_focos_qtd           0.259636
dtype: float32",,,,,,,,,
