case,col_rem,feat_eng,outliers,normalization,pca,n_estimators,max_depth,random_state,algorithm,mae_cv_fold_0,mae_cv_fold_1,mae_cv_avg,mse_cv_fold_0,mse_cv_fold_1,mse_cv_avg,r2_cv_fold_0,r2_cv_fold_1,r2_cv_avg,mae_best_model_test_mae,mae_best_model_test_mse,mae_best_model_test_r2,mse_best_model_test_mae,mse_best_model_test_mse,mse_best_model_test_r2,r2_best_model_test_mae,r2_best_model_test_mse,r2_best_model_test_r2,importance,mae_cv_fold_2,mse_cv_fold_2,r2_cv_fold_2,mae_cv_fold_3,mae_cv_fold_4,mse_cv_fold_3,mse_cv_fold_4,r2_cv_fold_3,r2_cv_fold_4
FS=stateless|FE=na|OUT=0|NORM=0|PCA=na|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,0,100,6,42,RandomForestRegressor,67569.01388372379,70962.46732461029,75899.18532753781,15349631055.520227,25635133009.95648,31638545557.9334,0.6351518895806975,0.5277434514424317,0.5179755436190422,77537.09948069183,27417455830.709614,0.5860306326927186,77537.09948069183,27417455830.709614,0.5860306326927186,77537.09948069183,27417455830.709614,0.5860306326927186,"_ano                    0.017433
_mes                    0.037231
car_c02_emitido         0.164601
cli_pressao_atm_med     0.091695
cli_temp_ar_med         0.030082
cli_temp_orvalho_med    0.033730
cli_umid_rel_med        0.093765
cli_umid_rel_min_max    0.020534
cli_umid_rel_min_med    0.094431
cli_umid_rel_min_min    0.123631
cli_veloc_vento_max     0.027374
cli_veloc_vento_med     0.041094
que_focos_qtd           0.224398
dtype: float64",89166.07477427932,53930872608.3235,0.3910312898339976,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=na|ALGORITHM=randomforestregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,0,100,6,42,RandomForestRegressor,61158.45343617867,55170.15368618243,70286.24888409897,11852014629.8672,13602243487.300882,28872202436.414726,0.7300275052871217,0.5917450539807341,0.5692381861924968,80170.28177622186,31635236123.304928,0.5223474138722796,74083.0912300891,24642551664.094555,0.6279282226545602,74083.0912300891,24642551664.094555,0.6279282226545602,"_ano                    0.013132
_mes                    0.050285
car_c02_emitido         0.178830
cli_pressao_atm_med     0.090143
cli_temp_ar_med         0.027730
cli_temp_orvalho_med    0.058221
cli_umid_rel_med        0.069758
cli_umid_rel_min_max    0.012450
cli_umid_rel_min_med    0.074944
cli_umid_rel_min_min    0.122779
cli_veloc_vento_max     0.026465
cli_veloc_vento_med     0.034665
que_focos_qtd           0.240600
dtype: float64",68515.11200825007,20153570372.274563,0.548422441449463,71509.34017875932,95078.18511112437,31370094470.842903,67383089221.78809,0.5928311798300067,0.3831647504151585
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=randomforestregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,100,6,42,RandomForestRegressor,70361.32801652601,84377.7522053855,77369.54011095576,17271489365.586903,48731529718.37195,33001509541.979424,0.5188539811844305,0.4412443919622484,0.48004918657333945,84692.64952778483,34510532226.65587,0.47893403095029186,84692.64952778483,34510532226.65587,0.47893403095029186,84692.64952778483,34510532226.65587,0.47893403095029186,"pc1    0.192250
pc2    0.427595
pc3    0.224774
pc4    0.094456
pc5    0.060925
dtype: float64",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,100,6,42,RandomForestRegressor,71777.54700885361,68184.2848164984,77221.65350406831,17460643704.201496,25488686961.295044,32082089662.182575,0.5849748545003906,0.5304413155597696,0.5045352086721479,74108.4625221144,28515700065.48207,0.5694485153064515,82891.17554391104,37004002351.45105,0.4412857438030612,82891.17554391104,37004002351.45105,0.4412857438030612,"pc1    0.237509
pc2    0.384924
pc3    0.224817
pc4    0.092754
pc5    0.059996
dtype: float64",91703.12868685288,53296938321.05119,0.39818945595628363,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=5|ALGORITHM=randomforestregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,5,100,6,42,RandomForestRegressor,75690.03524562746,59967.32502397256,75592.88974499413,23794322257.61827,12452930003.104788,31876811412.61428,0.4579982610126637,0.6262403131552776,0.5165067101953718,79804.49213199569,33682746290.131416,0.49143256555265524,79804.49213199569,33682746290.131416,0.49143256555265524,79804.49213199569,33682746290.131416,0.49143256555265524,"pc1    0.212306
pc2    0.379243
pc3    0.246039
pc4    0.096083
pc5    0.066329
dtype: float64",66948.60993964653,18463523361.791893,0.5862910319141739,77169.0197039744,98189.45881174972,33931546362.708603,70741735077.84787,0.5595847595585433,0.3524191853362004
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=randomforestregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,100,6,42,RandomForestRegressor,77873.65798329469,84900.93564754467,81387.29681541969,20130543527.948963,48482199155.4035,34306371341.67623,0.4392069687768331,0.44410321562567445,0.44165509220125376,86971.98144142015,37335664898.77972,0.4362780532381553,86971.98144142015,37335664898.77972,0.4362780532381553,77558.997007321,36805677209.61034,0.44428020594410955,"pc1     0.136267
pc2     0.267849
pc3     0.195789
pc4     0.145890
pc5     0.034639
pc6     0.029169
pc7     0.037203
pc8     0.062119
pc9     0.027889
pc10    0.063186
dtype: float64",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,100,6,42,RandomForestRegressor,69474.85651916619,69537.07133074956,77902.38962097139,18336983179.83875,24443549564.60971,33303366209.91446,0.5641449856510602,0.5496950865285162,0.48958427561426854,85634.60656277214,35664985915.915,0.4615032209481156,85634.60656277214,35664985915.915,0.4615032209481156,85634.60656277214,35664985915.915,0.4615032209481156,"pc1     0.169572
pc2     0.320480
pc3     0.130681
pc4     0.067181
pc5     0.029831
pc6     0.027375
pc7     0.036354
pc8     0.058987
pc9     0.053549
pc10    0.105991
dtype: float64",94695.24101299842,57129565885.29492,0.35491275466322947,,,,,,
FS=stateless|FE=na|OUT=0|NORM=0|PCA=10|ALGORITHM=randomforestregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,False,10,100,6,42,RandomForestRegressor,78559.20429665146,58835.33415756476,75261.00640192907,25006320234.556145,10833969545.731878,31420146816.449654,0.4303906240294696,0.6748314602516494,0.5246362364291912,82085.24758163233,34199119580.53353,0.48363597327793684,82085.24758163233,34199119580.53353,0.48363597327793684,82085.24758163233,34199119580.53353,0.48363597327793684,"pc1     0.145666
pc2     0.321477
pc3     0.178264
pc4     0.062998
pc5     0.036672
pc6     0.028127
pc7     0.030705
pc8     0.046791
pc9     0.031767
pc10    0.117533
dtype: float64",69220.23841745661,19169884491.650124,0.570463720495687,69865.91621056483,99824.33892740768,30834118194.310444,71256441615.99966,0.5997878955121243,0.34770748185702616
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=randomforestregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,100,6,42,RandomForestRegressor,63162.849987111695,81248.41040189672,72205.6301945042,13262580812.378708,45769451657.44701,29516016234.912857,0.6305334287030124,0.47520757221848875,0.5528705004607506,81709.12472812236,30766472147.42821,0.535464665730135,81709.12472812236,30766472147.42821,0.535464665730135,81709.12472812236,30766472147.42821,0.535464665730135,"_ano                    0.014264
_mes                    0.029306
car_c02_emitido         0.131774
cli_pressao_atm_med     0.096663
cli_temp_ar_med         0.033994
cli_temp_orvalho_med    0.073912
cli_umid_rel_med        0.061466
cli_umid_rel_min_max    0.020873
cli_umid_rel_min_med    0.098912
cli_umid_rel_min_min    0.093050
cli_veloc_vento_max     0.040881
cli_veloc_vento_med     0.057595
que_focos_qtd           0.247310
dtype: float64",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,100,6,42,RandomForestRegressor,67406.90485776302,71059.15120417194,75902.8326217018,15294237829.150866,25656553518.306286,31638530400.6356,0.6364685410296991,0.5273488377168973,0.5181551912944565,77409.37638792586,27356491989.315132,0.5869511106176772,77409.37638792586,27356491989.315132,0.5869511106176772,77409.37638792586,27356491989.315132,0.5869511106176772,"_ano                    0.017433
_mes                    0.037231
car_c02_emitido         0.164601
cli_pressao_atm_med     0.091695
cli_temp_ar_med         0.030082
cli_temp_orvalho_med    0.033730
cli_umid_rel_med        0.093765
cli_umid_rel_min_max    0.020534
cli_umid_rel_min_med    0.094431
cli_umid_rel_min_min    0.123631
cli_veloc_vento_max     0.027374
cli_veloc_vento_med     0.041094
que_focos_qtd           0.224398
dtype: float64",89242.44180317043,53964799854.44965,0.3906481951367733,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=na|ALGORITHM=randomforestregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,0,100,6,42,RandomForestRegressor,61275.77470329163,55109.22589448512,70338.56778381165,11874707704.82663,13575929823.215292,28892745185.67323,0.7295105884378912,0.5925348268973019,0.5689981684436309,80153.68811495182,31607760562.16908,0.5227622605571817,74018.43218411015,24599214333.182587,0.6285825622683153,74018.43218411015,24599214333.182587,0.6285825622683153,"_ano                    0.013132
_mes                    0.050285
car_c02_emitido         0.178830
cli_pressao_atm_med     0.090143
cli_temp_ar_med         0.027730
cli_temp_orvalho_med    0.058221
cli_umid_rel_med        0.069758
cli_umid_rel_min_max    0.012450
cli_umid_rel_min_med    0.074944
cli_umid_rel_min_min    0.122779
cli_veloc_vento_max     0.026465
cli_veloc_vento_med     0.034665
que_focos_qtd           0.240600
dtype: float64",68513.01414378847,20157832981.291748,0.5483269299079604,71636.02941885254,95158.7947586405,31485914183.8475,67369341235.184975,0.5913278953582197,0.3832906016167814
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=randomforestregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,100,6,42,RandomForestRegressor,91359.45403320449,89515.90455444511,90437.6792938248,30276916641.459957,53900577447.55131,42088747044.50563,0.1565511464764,0.38197610254910297,0.2692636245127515,81400.51339061926,40530399632.63607,0.38804154564040116,89607.54845935662,34830125123.603096,0.47410857704377163,81400.51339061926,40530399632.63607,0.38804154564040116,"pc1    0.502043
pc2    0.167101
pc3    0.176702
pc4    0.079661
pc5    0.074494
dtype: float64",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,100,6,42,RandomForestRegressor,84507.01494343307,87601.09288151444,84546.70359140408,27349321904.310253,38168837370.27892,38241498598.793236,0.3499291037064831,0.29684455345162053,0.3637175900011023,88338.12518937468,42227209212.28797,0.36242183852874943,86379.01046286871,32658154304.304276,0.5069026258945011,88338.12518937468,42227209212.28797,0.36242183852874943,"pc1    0.394027
pc2    0.272125
pc3    0.135443
pc4    0.090070
pc5    0.108335
dtype: float64",81532.00294926473,49206336521.79052,0.4443791128452034,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=5|ALGORITHM=randomforestregressor|CV=5|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,5,100,6,42,RandomForestRegressor,91746.95726299302,72143.86483446036,85688.11817116405,30473246795.039494,19504037485.705948,39199752642.340164,0.30586160107108984,0.4146098194523161,0.3425998617691783,86083.89443090244,33706118672.002712,0.49107967175406697,86083.89443090244,33706118672.002712,0.49107967175406697,82737.2048016724,31877777848.600174,0.5186853365013505,"pc1    0.474552
pc2    0.133876
pc3    0.130839
pc4    0.182637
pc5    0.078095
dtype: float64",88946.73618227428,39372531182.53643,0.11778651737934998,80210.20032919204,95392.83224690061,38944665474.06495,67704282274.354,0.4945168715469276,0.38022449939620795
FS=stateless|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=randomforestregressor|CV=2|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,10,100,6,42,RandomForestRegressor,90820.54296955516,92315.29731383715,91567.92014169614,28135513297.205963,56055672237.263664,42095592767.23482,0.21620597252857954,0.357265790630642,0.2867358815796108,89674.34709760222,33418481037.035423,0.49542264108340206,89674.34709760222,33418481037.035423,0.49542264108340206,82237.99577697812,41263295018.46069,0.3769757399345188,"pc1     0.457400
pc2     0.099048
pc3     0.123633
pc4     0.027481
pc5     0.042877
pc6     0.040383
pc7     0.103939
pc8     0.040467
pc9     0.037149
pc10    0.027622
dtype: float64",,,,,,,,,
FS=stateless|FE=na|OUT=0|NORM=1|PCA=10|ALGORITHM=randomforestregressor|CV=3|N_ESTIMATORS=100|MAX_DEPTH=6|RANDOM_STATE=42,"['_estado_AC', '_estado_AM', '_estado_AP', '_estado_PA', '_estado_RO', '_estado_RR', '_estado_TO']",,False,True,10,100,6,42,RandomForestRegressor,87248.49512269285,87511.77617552396,86380.78962193387,27777603752.853004,36107992988.547554,38638171859.171814,0.33974919628053135,0.3348099213103599,0.3623555366065179,88291.88946199004,43335217459.26276,0.3456922967432696,88854.93945148378,33970323590.08524,0.4870905072067281,88291.88946199004,43335217459.26276,0.3456922967432696,"pc1     0.337578
pc2     0.201797
pc3     0.098794
pc4     0.043118
pc5     0.077074
pc6     0.077500
pc7     0.058596
pc8     0.031766
pc9     0.044672
pc10    0.029105
dtype: float64",84382.09756758477,52028918836.11488,0.41250749222866256,,,,,,
